STATION,date,ENTRIES,EXITS
JEFFERSON ST,2018-03-07,6077.0,1336.0
JEFFERSON ST,2018-03-08,8274.0,1793.0
JEFFERSON ST,2018-03-09,8073.0,1868.0
JFK JAMAICA CT1,2018-03-03,6177.0,5517.0
JFK JAMAICA CT1,2018-03-04,5863.0,5528.0
JFK JAMAICA CT1,2018-03-05,6822.0,6619.0
JFK JAMAICA CT1,2018-03-06,7053.0,5918.0
JFK JAMAICA CT1,2018-03-07,3869.0,3356.0
JFK JAMAICA CT1,2018-03-08,4580.0,2432.0
JFK JAMAICA CT1,2018-03-09,9116.0,6540.0
JKSN HT-ROOSVLT,2018-03-03,38650.0,27717.0
JKSN HT-ROOSVLT,2018-03-04,30023.0,21631.0
JKSN HT-ROOSVLT,2018-03-05,49066.0,36121.0
JKSN HT-ROOSVLT,2018-03-06,50624.0,36433.0
JKSN HT-ROOSVLT,2018-03-07,35742.0,26117.0
JKSN HT-ROOSVLT,2018-03-08,48944.0,35187.0
JKSN HT-ROOSVLT,2018-03-09,51456.0,37437.0
JOURNAL SQUARE,2018-03-03,12082.0,8812.0
JOURNAL SQUARE,2018-03-04,9254.0,9489.0
JOURNAL SQUARE,2018-03-05,26136.0,24212.0
JOURNAL SQUARE,2018-03-06,-125059.0,-144795.0
JOURNAL SQUARE,2018-03-07,12325.0,12895.0
JOURNAL SQUARE,2018-03-08,23269.0,20560.0
JOURNAL SQUARE,2018-03-09,24038.0,21536.0
JUNCTION BLVD,2018-03-03,17492.0,10578.0
JUNCTION BLVD,2018-03-04,13865.0,8343.0
JUNCTION BLVD,2018-03-05,21516.0,17421.0
JUNCTION BLVD,2018-03-06,21772.0,17229.0
JUNCTION BLVD,2018-03-07,16850.0,12750.0
JUNCTION BLVD,2018-03-08,21644.0,16932.0
JUNCTION BLVD,2018-03-09,22435.0,17544.0
JUNIUS ST,2018-03-03,1115.0,1161.0
JUNIUS ST,2018-03-04,829.0,878.0
JUNIUS ST,2018-03-05,2037.0,2227.0
JUNIUS ST,2018-03-06,2199.0,2377.0
JUNIUS ST,2018-03-07,1585.0,1701.0
JUNIUS ST,2018-03-08,2014.0,2265.0
JUNIUS ST,2018-03-09,2215.0,2342.0
KEW GARDENS,2018-03-03,11482.0,10461.0
KEW GARDENS,2018-03-04,8494.0,8308.0
KEW GARDENS,2018-03-05,26681.0,25498.0
KEW GARDENS,2018-03-06,27828.0,26010.0
KEW GARDENS,2018-03-07,19773.0,19122.0
KEW GARDENS,2018-03-08,26484.0,24638.0
KEW GARDENS,2018-03-09,26378.0,23911.0
KINGS HWY,2018-03-03,13497.0,8997.0
KINGS HWY,2018-03-04,11589.0,8557.0
KINGS HWY,2018-03-05,30465.0,21863.0
KINGS HWY,2018-03-06,31454.0,22566.0
KINGS HWY,2018-03-07,22802.0,17026.0
KINGS HWY,2018-03-08,29889.0,21264.0
KINGS HWY,2018-03-09,29276.0,20842.0
KINGSBRIDGE RD,2018-03-03,9052.0,4973.0
KINGSBRIDGE RD,2018-03-04,6940.0,4195.0
KINGSBRIDGE RD,2018-03-05,17557.0,9357.0
KINGSBRIDGE RD,2018-03-06,18003.0,9813.0
KINGSBRIDGE RD,2018-03-07,13230.0,7733.0
KINGSBRIDGE RD,2018-03-08,17244.0,9352.0
KINGSBRIDGE RD,2018-03-09,17379.0,9057.0
KINGSTON AV,2018-03-03,2321.0,1905.0
KINGSTON AV,2018-03-04,2337.0,1937.0
KINGSTON AV,2018-03-05,4703.0,3520.0
KINGSTON AV,2018-03-06,4873.0,3706.0
KINGSTON AV,2018-03-07,3642.0,2915.0
KINGSTON AV,2018-03-08,4723.0,3662.0
KINGSTON AV,2018-03-09,4964.0,3705.0
KINGSTON-THROOP,2018-03-03,4551.0,3555.0
KINGSTON-THROOP,2018-03-04,3448.0,2914.0
KINGSTON-THROOP,2018-03-05,6566.0,4888.0
KINGSTON-THROOP,2018-03-06,7031.0,4780.0
KINGSTON-THROOP,2018-03-07,5338.0,4562.0
KINGSTON-THROOP,2018-03-08,6977.0,4716.0
KINGSTON-THROOP,2018-03-09,7253.0,4942.0
KOSCIUSZKO ST,2018-03-03,3513.0,1004.0
KOSCIUSZKO ST,2018-03-04,3040.0,1031.0
KOSCIUSZKO ST,2018-03-05,7057.0,1882.0
KOSCIUSZKO ST,2018-03-06,7314.0,1902.0
KOSCIUSZKO ST,2018-03-07,5546.0,1765.0
KOSCIUSZKO ST,2018-03-08,7300.0,1728.0
KOSCIUSZKO ST,2018-03-09,7450.0,1857.0
LACKAWANNA,2018-03-03,1688.0,2142.0
LACKAWANNA,2018-03-04,646.0,1358.0
LACKAWANNA,2018-03-05,11168.0,11495.0
LACKAWANNA,2018-03-06,12261.0,11870.0
LACKAWANNA,2018-03-07,3572.0,4297.0
LACKAWANNA,2018-03-08,5178.0,6011.0
LACKAWANNA,2018-03-09,7142.0,10701.0
LAFAYETTE AV,2018-03-03,3366.0,1674.0
LAFAYETTE AV,2018-03-04,2803.0,1444.0
LAFAYETTE AV,2018-03-05,4236.0,1617.0
LAFAYETTE AV,2018-03-06,4425.0,1686.0
LAFAYETTE AV,2018-03-07,3467.0,1497.0
LAFAYETTE AV,2018-03-08,4411.0,1716.0
LAFAYETTE AV,2018-03-09,4519.0,1987.0
LEXINGTON AV/53,2018-03-03,11455.0,13987.0
LEXINGTON AV/53,2018-03-04,8174.0,9905.0
LEXINGTON AV/53,2018-03-05,36157.0,44240.0
LEXINGTON AV/53,2018-03-06,38659.0,47216.0
LEXINGTON AV/53,2018-03-07,28144.0,32939.0
LEXINGTON AV/53,2018-03-08,36945.0,44632.0
LEXINGTON AV/53,2018-03-09,38000.0,45543.0
LEXINGTON AV/63,2018-03-03,9031.0,8964.0
LEXINGTON AV/63,2018-03-04,6641.0,6695.0
LEXINGTON AV/63,2018-03-05,17859.0,16058.0
LEXINGTON AV/63,2018-03-06,18896.0,16765.0
LEXINGTON AV/63,2018-03-07,12590.0,12424.0
LEXINGTON AV/63,2018-03-08,18315.0,16007.0
LEXINGTON AV/63,2018-03-09,17632.0,16559.0
LIBERTY AV,2018-03-03,1446.0,655.0
LIBERTY AV,2018-03-04,1096.0,608.0
LIBERTY AV,2018-03-05,2932.0,1167.0
LIBERTY AV,2018-03-06,3035.0,1150.0
LIBERTY AV,2018-03-07,2254.0,1025.0
LIBERTY AV,2018-03-08,2741.0,1138.0
LIBERTY AV,2018-03-09,2867.0,1152.0
LIVONIA AV,2018-03-03,-14486.0,-2666187.0
LIVONIA AV,2018-03-04,1294.0,963.0
LIVONIA AV,2018-03-05,3324.0,2272.0
LIVONIA AV,2018-03-06,3327.0,2257.0
LIVONIA AV,2018-03-07,2462.0,1707.0
LIVONIA AV,2018-03-08,3220.0,2084.0
LIVONIA AV,2018-03-09,3378.0,2351.0
LONGWOOD AV,2018-03-03,1769.0,1347.0
LONGWOOD AV,2018-03-04,1273.0,1123.0
LONGWOOD AV,2018-03-05,3419.0,2534.0
LONGWOOD AV,2018-03-06,3509.0,2721.0
LONGWOOD AV,2018-03-07,2661.0,2299.0
LONGWOOD AV,2018-03-08,3383.0,2625.0
LONGWOOD AV,2018-03-09,3453.0,2603.0
LORIMER ST,2018-03-03,5990.0,2077.0
LORIMER ST,2018-03-04,5337.0,1842.0
LORIMER ST,2018-03-05,10402.0,3083.0
LORIMER ST,2018-03-06,10603.0,3121.0
LORIMER ST,2018-03-07,8101.0,2700.0
LORIMER ST,2018-03-08,10183.0,3070.0
LORIMER ST,2018-03-09,10520.0,3058.0
MARBLE HILL-225,2018-03-03,3667.0,833.0
MARBLE HILL-225,2018-03-04,2863.0,544.0
MARBLE HILL-225,2018-03-05,5690.0,1286.0
MARBLE HILL-225,2018-03-06,5893.0,1311.0
MARBLE HILL-225,2018-03-07,3798.0,878.0
MARBLE HILL-225,2018-03-08,5512.0,1253.0
MARBLE HILL-225,2018-03-09,5858.0,1356.0
MARCY AV,2018-03-03,4720.0,3440.0
MARCY AV,2018-03-04,4726.0,3560.0
MARCY AV,2018-03-05,11553.0,8705.0
MARCY AV,2018-03-06,11989.0,8801.0
MARCY AV,2018-03-07,8604.0,6759.0
MARCY AV,2018-03-08,11400.0,8693.0
MARCY AV,2018-03-09,11873.0,8929.0
METROPOLITAN AV,2018-03-03,7390.0,5136.0
METROPOLITAN AV,2018-03-04,6434.0,4473.0
METROPOLITAN AV,2018-03-05,9292.0,5818.0
METROPOLITAN AV,2018-03-06,9690.0,5906.0
METROPOLITAN AV,2018-03-07,7351.0,4573.0
METROPOLITAN AV,2018-03-08,9343.0,5633.0
METROPOLITAN AV,2018-03-09,9913.0,6477.0
METS-WILLETS PT,2018-03-03,1277.0,1436.0
METS-WILLETS PT,2018-03-04,1014.0,967.0
METS-WILLETS PT,2018-03-05,2407.0,2100.0
METS-WILLETS PT,2018-03-06,2570.0,2265.0
METS-WILLETS PT,2018-03-07,1609.0,1516.0
METS-WILLETS PT,2018-03-08,2185.0,2147.0
METS-WILLETS PT,2018-03-09,2634.0,2415.0
MIDDLETOWN RD,2018-03-03,618.0,721.0
MIDDLETOWN RD,2018-03-04,498.0,494.0
MIDDLETOWN RD,2018-03-05,2091.0,1829.0
MIDDLETOWN RD,2018-03-06,2277.0,1957.0
MIDDLETOWN RD,2018-03-07,1453.0,1408.0
MIDDLETOWN RD,2018-03-08,2109.0,1690.0
MIDDLETOWN RD,2018-03-09,2113.0,1805.0
MONTROSE AV,2018-03-03,6165.0,3905.0
MONTROSE AV,2018-03-04,4487.0,2989.0
MONTROSE AV,2018-03-05,7193.0,3715.0
MONTROSE AV,2018-03-06,7428.0,4086.0
MONTROSE AV,2018-03-07,5614.0,3079.0
MONTROSE AV,2018-03-08,7427.0,3861.0
MONTROSE AV,2018-03-09,7597.0,3998.0
MORGAN AV,2018-03-03,6629.0,3164.0
MORGAN AV,2018-03-04,5245.0,2546.0
MORGAN AV,2018-03-05,7260.0,3346.0
MORGAN AV,2018-03-06,8155.0,3367.0
MORGAN AV,2018-03-07,5879.0,2686.0
MORGAN AV,2018-03-08,7922.0,3238.0
MORGAN AV,2018-03-09,8385.0,3694.0
MORISN AV/SNDVW,2018-03-03,3871.0,2977.0
MORISN AV/SNDVW,2018-03-04,2893.0,2461.0
MORISN AV/SNDVW,2018-03-05,6358.0,4793.0
MORISN AV/SNDVW,2018-03-06,6861.0,4907.0
MORISN AV/SNDVW,2018-03-07,5046.0,3933.0
MORISN AV/SNDVW,2018-03-08,6690.0,4855.0
MORISN AV/SNDVW,2018-03-09,6854.0,4833.0
MORRIS PARK,2018-03-03,582.0,997.0
MORRIS PARK,2018-03-04,516.0,1002.0
MORRIS PARK,2018-03-05,2458.0,2139.0
MORRIS PARK,2018-03-06,2554.0,2121.0
MORRIS PARK,2018-03-07,1827.0,1686.0
MORRIS PARK,2018-03-08,2420.0,1995.0
MORRIS PARK,2018-03-09,2439.0,2011.0
MOSHOLU PKWY,2018-03-03,4046.0,1595.0
MOSHOLU PKWY,2018-03-04,3078.0,1291.0
MOSHOLU PKWY,2018-03-05,8280.0,2274.0
MOSHOLU PKWY,2018-03-06,8800.0,2511.0
MOSHOLU PKWY,2018-03-07,6154.0,1723.0
MOSHOLU PKWY,2018-03-08,8158.0,2286.0
MOSHOLU PKWY,2018-03-09,8423.0,2296.0
MT EDEN AV,2018-03-03,2376.0,2041.0
MT EDEN AV,2018-03-04,1775.0,1564.0
MT EDEN AV,2018-03-05,5003.0,3547.0
MT EDEN AV,2018-03-06,5169.0,3600.0
MT EDEN AV,2018-03-07,3663.0,2502.0
MT EDEN AV,2018-03-08,5080.0,3553.0
MT EDEN AV,2018-03-09,5080.0,3673.0
MYRTLE AV,2018-03-03,6183.0,2664.0
MYRTLE AV,2018-03-04,5252.0,2635.0
MYRTLE AV,2018-03-05,12508.0,4943.0
MYRTLE AV,2018-03-06,12998.0,5038.0
MYRTLE AV,2018-03-07,9830.0,4366.0
MYRTLE AV,2018-03-08,12770.0,4674.0
MYRTLE AV,2018-03-09,13038.0,4973.0
MYRTLE-WILLOUGH,2018-03-03,3246.0,1637.0
MYRTLE-WILLOUGH,2018-03-04,2698.0,1562.0
MYRTLE-WILLOUGH,2018-03-05,5724.0,2495.0
MYRTLE-WILLOUGH,2018-03-06,5927.0,2511.0
MYRTLE-WILLOUGH,2018-03-07,4646.0,2225.0
MYRTLE-WILLOUGH,2018-03-08,5906.0,2348.0
MYRTLE-WILLOUGH,2018-03-09,5729.0,2371.0
MYRTLE-WYCKOFF,2018-03-03,16843.0,9270.0
MYRTLE-WYCKOFF,2018-03-04,12350.0,7657.0
MYRTLE-WYCKOFF,2018-03-05,24091.0,12075.0
MYRTLE-WYCKOFF,2018-03-06,25084.0,12022.0
MYRTLE-WYCKOFF,2018-03-07,19105.0,9476.0
MYRTLE-WYCKOFF,2018-03-08,24570.0,11484.0
MYRTLE-WYCKOFF,2018-03-09,25544.0,11652.0
NASSAU AV,2018-03-03,4772.0,2572.0
NASSAU AV,2018-03-04,3557.0,1955.0
NASSAU AV,2018-03-05,9135.0,4360.0
NASSAU AV,2018-03-06,9791.0,4413.0
NASSAU AV,2018-03-07,7631.0,3817.0
NASSAU AV,2018-03-08,9626.0,4551.0
NASSAU AV,2018-03-09,9823.0,4530.0
NECK RD,2018-03-03,2610.0,650.0
NECK RD,2018-03-04,2217.0,532.0
NECK RD,2018-03-05,4749.0,1284.0
NECK RD,2018-03-06,4972.0,1287.0
NECK RD,2018-03-07,3641.0,1158.0
NECK RD,2018-03-08,4624.0,1206.0
NECK RD,2018-03-09,4670.0,1141.0
NEPTUNE AV,2018-03-03,539.0,182.0
NEPTUNE AV,2018-03-04,450.0,150.0
NEPTUNE AV,2018-03-05,1628.0,518.0
NEPTUNE AV,2018-03-06,1720.0,533.0
NEPTUNE AV,2018-03-07,1232.0,368.0
NEPTUNE AV,2018-03-08,1676.0,540.0
NEPTUNE AV,2018-03-09,1565.0,479.0
NEREID AV,2018-03-03,1537.0,568.0
NEREID AV,2018-03-04,1098.0,442.0
NEREID AV,2018-03-05,3492.0,1068.0
NEREID AV,2018-03-06,3672.0,1113.0
NEREID AV,2018-03-07,2451.0,845.0
NEREID AV,2018-03-08,3413.0,1041.0
NEREID AV,2018-03-09,3523.0,1703.0
NEVINS ST,2018-03-03,6637.0,6971.0
NEVINS ST,2018-03-04,4438.0,4552.0
NEVINS ST,2018-03-05,10869.0,10376.0
NEVINS ST,2018-03-06,11414.0,10651.0
NEVINS ST,2018-03-07,7283.0,7419.0
NEVINS ST,2018-03-08,10817.0,10758.0
NEVINS ST,2018-03-09,11231.0,10996.0
NEW LOTS,2018-03-03,2609.0,2550.0
NEW LOTS,2018-03-04,1963.0,2052.0
NEW LOTS,2018-03-05,5107.0,3954.0
NEW LOTS,2018-03-06,5288.0,4227.0
NEW LOTS,2018-03-07,3829.0,3451.0
NEW LOTS,2018-03-08,4930.0,3758.0
NEW LOTS,2018-03-09,5099.0,4300.0
NEW LOTS AV,2018-03-03,2937.0,2875.0
NEW LOTS AV,2018-03-04,2389.0,2451.0
NEW LOTS AV,2018-03-05,5983.0,5715.0
NEW LOTS AV,2018-03-06,6268.0,6038.0
NEW LOTS AV,2018-03-07,4718.0,4371.0
NEW LOTS AV,2018-03-08,5968.0,5642.0
NEW LOTS AV,2018-03-09,5980.0,5636.0
NEW UTRECHT AV,2018-03-03,2401.0,1283.0
NEW UTRECHT AV,2018-03-04,2349.0,1148.0
NEW UTRECHT AV,2018-03-05,5108.0,1449.0
NEW UTRECHT AV,2018-03-06,5364.0,1549.0
NEW UTRECHT AV,2018-03-07,4148.0,1583.0
NEW UTRECHT AV,2018-03-08,5182.0,2035.0
NEW UTRECHT AV,2018-03-09,3723.0,1415.0
NEWARK BM BW,2018-03-03,7137.0,618.0
NEWARK BM BW,2018-03-04,6256.0,479.0
NEWARK BM BW,2018-03-05,-77458.0,-6465.0
NEWARK BM BW,2018-03-06,17555.0,1144.0
NEWARK BM BW,2018-03-07,6915.0,316.0
NEWARK BM BW,2018-03-08,15083.0,307.0
NEWARK BM BW,2018-03-09,17359.0,446.0
NEWARK C,2018-03-03,912.0,96.0
NEWARK C,2018-03-04,717.0,56.0
NEWARK C,2018-03-05,8042.0,1206.0
NEWARK C,2018-03-06,8791.0,914.0
NEWARK C,2018-03-07,1886.0,124.0
NEWARK C,2018-03-08,4909.0,194.0
NEWARK C,2018-03-09,7069.0,312.0
NEWARK HM HE,2018-03-03,0.0,6547.0
NEWARK HM HE,2018-03-04,0.0,6082.0
NEWARK HM HE,2018-03-05,0.0,17839.0
NEWARK HM HE,2018-03-06,0.0,19391.0
NEWARK HM HE,2018-03-07,0.0,7147.0
NEWARK HM HE,2018-03-08,0.0,16494.0
NEWARK HM HE,2018-03-09,0.0,18135.0
NEWARK HW BMEBE,2018-03-03,1111.0,1212.0
NEWARK HW BMEBE,2018-03-04,855.0,995.0
NEWARK HW BMEBE,2018-03-05,6263.0,8857.0
NEWARK HW BMEBE,2018-03-06,6191.0,9503.0
NEWARK HW BMEBE,2018-03-07,2001.0,1995.0
NEWARK HW BMEBE,2018-03-08,4372.0,4961.0
NEWARK HW BMEBE,2018-03-09,-82355.0,3764.0
NEWKIRK AV,2018-03-03,3669.0,2166.0
NEWKIRK AV,2018-03-04,2793.0,1893.0
NEWKIRK AV,2018-03-05,7786.0,4277.0
NEWKIRK AV,2018-03-06,7777.0,4365.0
NEWKIRK AV,2018-03-07,6017.0,3739.0
NEWKIRK AV,2018-03-08,7500.0,4132.0
NEWKIRK AV,2018-03-09,7728.0,4249.0
NEWKIRK PLAZA,2018-03-03,5647.0,4323.0
NEWKIRK PLAZA,2018-03-04,4707.0,3862.0
NEWKIRK PLAZA,2018-03-05,10634.0,8427.0
NEWKIRK PLAZA,2018-03-06,11086.0,8543.0
NEWKIRK PLAZA,2018-03-07,8241.0,7202.0
NEWKIRK PLAZA,2018-03-08,10752.0,8113.0
NEWKIRK PLAZA,2018-03-09,10811.0,8466.0
NORTHERN BLVD,2018-03-03,3419.0,2742.0
NORTHERN BLVD,2018-03-04,2763.0,2124.0
NORTHERN BLVD,2018-03-05,7044.0,5038.0
NORTHERN BLVD,2018-03-06,7232.0,5196.0
NORTHERN BLVD,2018-03-07,5558.0,4462.0
NORTHERN BLVD,2018-03-08,7145.0,4978.0
NORTHERN BLVD,2018-03-09,7212.0,5202.0
NORWOOD 205 ST,2018-03-03,4607.0,3076.0
NORWOOD 205 ST,2018-03-04,3568.0,2604.0
NORWOOD 205 ST,2018-03-05,8645.0,4932.0
NORWOOD 205 ST,2018-03-06,8799.0,4924.0
NORWOOD 205 ST,2018-03-07,6792.0,4530.0
NORWOOD 205 ST,2018-03-08,8761.0,4723.0
NORWOOD 205 ST,2018-03-09,8818.0,5069.0
NORWOOD AV,2018-03-03,34.0,141.0
NORWOOD AV,2018-03-04,0.0,0.0
NORWOOD AV,2018-03-05,3253.0,2831.0
NORWOOD AV,2018-03-06,3353.0,2959.0
NORWOOD AV,2018-03-07,2491.0,2288.0
NORWOOD AV,2018-03-08,3168.0,2703.0
NORWOOD AV,2018-03-09,3141.0,2750.0
NOSTRAND AV,2018-03-03,15085.0,10732.0
NOSTRAND AV,2018-03-04,11154.0,8685.0
NOSTRAND AV,2018-03-05,22312.0,15609.0
NOSTRAND AV,2018-03-06,23281.0,16206.0
NOSTRAND AV,2018-03-07,16515.0,11961.0
NOSTRAND AV,2018-03-08,22714.0,15625.0
NOSTRAND AV,2018-03-09,23431.0,15212.0
OCEAN PKWY,2018-03-03,1887.0,981.0
OCEAN PKWY,2018-03-04,1502.0,821.0
OCEAN PKWY,2018-03-05,3567.0,1526.0
OCEAN PKWY,2018-03-06,3598.0,1562.0
OCEAN PKWY,2018-03-07,2546.0,1142.0
OCEAN PKWY,2018-03-08,3450.0,1460.0
OCEAN PKWY,2018-03-09,3221.0,1367.0
OZONE PK LEFFRT,2018-03-03,3745.0,3100.0
OZONE PK LEFFRT,2018-03-04,2716.0,2324.0
OZONE PK LEFFRT,2018-03-05,7952.0,6136.0
OZONE PK LEFFRT,2018-03-06,8410.0,6423.0
OZONE PK LEFFRT,2018-03-07,6198.0,4922.0
OZONE PK LEFFRT,2018-03-08,7714.0,5905.0
OZONE PK LEFFRT,2018-03-09,7873.0,5858.0
PARK PLACE,2018-03-03,1017.0,1132.0
PARK PLACE,2018-03-04,767.0,926.0
PARK PLACE,2018-03-05,5363.0,4526.0
PARK PLACE,2018-03-06,5539.0,4764.0
PARK PLACE,2018-03-07,3869.0,3754.0
PARK PLACE,2018-03-08,5312.0,4498.0
PARK PLACE,2018-03-09,5177.0,4426.0
PARKCHESTER,2018-03-03,7980.0,7205.0
PARKCHESTER,2018-03-04,5692.0,5768.0
PARKCHESTER,2018-03-05,15727.0,14710.0
PARKCHESTER,2018-03-06,16197.0,14792.0
PARKCHESTER,2018-03-07,12054.0,11934.0
PARKCHESTER,2018-03-08,15784.0,14261.0
PARKCHESTER,2018-03-09,15894.0,14794.0
PARKSIDE AV,2018-03-03,4169.0,2586.0
PARKSIDE AV,2018-03-04,3450.0,2445.0
PARKSIDE AV,2018-03-05,5682.0,3348.0
PARKSIDE AV,2018-03-06,5925.0,3285.0
PARKSIDE AV,2018-03-07,4367.0,2932.0
PARKSIDE AV,2018-03-08,5678.0,3104.0
PARKSIDE AV,2018-03-09,5948.0,3310.0
PARSONS BLVD,2018-03-03,3453.0,2846.0
PARSONS BLVD,2018-03-04,2609.0,2142.0
PARSONS BLVD,2018-03-05,6679.0,5937.0
PARSONS BLVD,2018-03-06,7211.0,6209.0
PARSONS BLVD,2018-03-07,5344.0,4703.0
PARSONS BLVD,2018-03-08,6910.0,5985.0
PARSONS BLVD,2018-03-09,7033.0,5888.0
PATH NEW WTC,2018-03-03,13820.0,15811.0
PATH NEW WTC,2018-03-04,12910.0,13374.0
PATH NEW WTC,2018-03-05,56836.0,51735.0
PATH NEW WTC,2018-03-06,57891.0,54090.0
PATH NEW WTC,2018-03-07,27672.0,24767.0
PATH NEW WTC,2018-03-08,45427.0,43671.0
PATH NEW WTC,2018-03-09,-54341.0,21188.0
PATH WTC 2,2018-03-03,1246.0,2707.0
PATH WTC 2,2018-03-04,1266.0,2607.0
PATH WTC 2,2018-03-05,3570.0,11467.0
PATH WTC 2,2018-03-06,3772.0,12017.0
PATH WTC 2,2018-03-07,1490.0,5295.0
PATH WTC 2,2018-03-08,2980.0,9904.0
PATH WTC 2,2018-03-09,3189.0,12518.0
PAVONIA/NEWPORT,2018-03-03,7288.0,6307.0
PAVONIA/NEWPORT,2018-03-04,5129.0,4488.0
PAVONIA/NEWPORT,2018-03-05,19775.0,19133.0
PAVONIA/NEWPORT,2018-03-06,20786.0,19285.0
PAVONIA/NEWPORT,2018-03-07,9341.0,9131.0
